EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
8629,Harris,Marvin,M,Britannia Beach,Cashier,Customer Service,Squamish,Stores,51.75520327961921,4.448088825281191,81.78014390881695,Stores
8630,Brown,Don,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,44.46874248279957,5.6872446120665705,121.67834127197516,Stores
8631,Knight,Dorothy,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.31531077159864,4.7292980162692535,59.98225471661364,Stores
8632,Salazar,Suzanne,F,White Rock,Dairy Person,Dairy,White Rock,Stores,29.30797880662963,3.3748698636414423,0.0,Stores
8633,Thomas,Melissa,F,Williams Lake,Customer Service Manager,Customer Service,Williams Lake,Stores,45.04666371196097,3.3344387730052762,51.74227962100711,Stores
8634,Gutierrez,Kendall,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.568076015110144,6.170318979510246,79.03783759046847,Stores
8635,Boggs,Thomas,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37.79745649667216,4.083275618231275,0.0,Stores
8636,Brigance,Judith,F,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,48.21495590587393,2.7822846965895467,79.05498565312821,Stores
8637,Pouncy,Samuel,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.33444228559587,5.6489466343142585,10.426814970724141,Stores
8638,Francis,Jocelyn,F,Victoria,Baker,Bakery,Victoria,Stores,45.775428943074814,2.525287377412233,39.90436462757403,Stores
8639,Ferretti,Eleanor,F,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,45.87574460090728,3.6483899642083997,76.6206210525224,Stores
8640,Britt,Jeffrey,M,Burnaby,Customer Service Manager,Customer Service,Burnaby,Stores,38.028546482073104,4.633205351463327,13.804950262101153,Stores
8641,Frazier,Freda,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,22.030482509688408,6.569446336608298,0.0,Stores
8642,Logsdon,Matt,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,58.741043555134475,3.229855864214166,100.36296983301543,Stores
8643,Arnold,Ricky,M,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,36.69756435744184,4.681459844933109,50.926612929913496,Stores
8644,Bradley,Kenneth,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,47.692700007660584,5.483453272531271,102.25198756219856,Stores
8645,Leon,Melanie,F,Ganges,Meat Cutter,Meats,Victoria,Stores,39.32389823602779,3.735657972034526,43.183724259530855,Stores
8646,Arteaga,Jonathan,M,Sparwood,Produce Clerk,Produce,Cranbrook,Stores,39.578677074008624,3.324175186549792,24.580692019117976,Stores
8647,Winship,Linda,F,Victoria,Baker,Bakery,Victoria,Stores,53.26960088311551,4.106066851535097,157.78747328473088,Stores
8648,Richardson,Stephen,M,Richmond,Cashier,Customer Service,Richmond,Stores,44.037782871051895,6.621237041411247,67.3201874499266,Stores
8649,McDonald,Kenneth,M,Penticton,Baker,Bakery,Kelowna,Stores,31.154373649912085,2.13923606074669,11.084281748036936,Stores
8650,Mathews,Edgar,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34.8895943997635,2.3402807614555936,1.2069478487250878,Stores
8651,Benoit,Bradley,M,Princeton,Dairy Person,Dairy,Princeton,Stores,43.01250236297376,4.4127434779058925,23.56781075055284,Stores
8652,Evans,Kimberly,F,Whistler,Produce Clerk,Produce,Squamish,Stores,43.65266311725193,5.162791852096971,74.70623908633078,Stores
8653,Edmundson,Charmaine,F,Prince George,Meat Cutter,Meats,Prince George,Stores,30.034116022883282,5.886758077901379,26.928545574941776,Stores
8654,Reed,Brenda,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,52.894581192209735,4.481097035150012,75.01205807902257,Stores
8655,Echavarria,Patricia,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,42.24431163079177,8.678774868055541,58.94259332746667,Stores
8656,Jefferson,Kathy,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.270617132253804,4.128527342131731,54.899037040581085,Stores
8657,Womack,Robert,M,Kimberley,Shelf Stocker,Processed Foods,Cranbrook,Stores,37.97343680741406,3.373625135417817,4.883490403086135,Stores
8658,Hall,Cristobal,M,Surrey,Baker,Bakery,Surrey,Stores,57.53151072116003,4.367418938636265,155.43285482618,Stores
8659,Jones,Rhea,F,Klemtu,Baker,Bakery,Bella Bella,Stores,35.77528266470339,4.833544928569295,0.0,Stores
8660,Monroe,Terra,F,Kelowna,Baker,Bakery,Kelowna,Stores,27.09999546666003,4.486274356565137,0.0,Stores
8661,Harper,Ryan,M,Surrey,Meat Cutter,Meats,Surrey,Stores,24.95337237732148,3.3605022906166475,0.7398718557710431,Stores
8662,Chapel,Jennifer,F,Peachland,Meat Cutter,Meats,Kelowna,Stores,55.410472538019455,4.274686899710155,149.16760749615074,Stores
8663,Smith,Jacqueline,F,Victoria,Dairy Person,Dairy,Victoria,Stores,44.163082276545566,2.781234965803112,65.40903753065524,Stores
8664,Hernandez,James,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,41.72027741080688,6.524636539029295,81.22021119034197,Stores
8665,Jones,George,M,Vernon,Cashier,Customer Service,Vernon,Stores,39.97608979517905,2.572668805959653,49.609320161789704,Stores
8666,Short,Michael,M,Victoria,Cashier,Customer Service,Victoria,Stores,44.741630606661936,4.762370841012675,40.42212579482475,Stores
8667,Miller,Starla,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,49.02927084341884,5.296738119167836,60.067748879195825,Stores
8668,Howard,Diane,F,Union Bay,Dairy Person,Dairy,Nanaimo,Stores,54.0029366211383,7.338886590806693,173.76343056429565,Stores
8669,Bell,Benjamin,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29.11688762180653,2.0626433330348544,0.0,Stores
8670,Alderman,George,M,Victoria,Meat Cutter,Meats,Victoria,Stores,52.19215886394758,4.441989129975122,31.093911913866428,Stores
8671,Patton,James,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,52.148929792480715,5.017011504044571,80.90485032507588,Stores
8672,Ruby,Jennifer,F,Prince George,Baker,Bakery,Prince George,Stores,37.0510378149459,9.075763739036676,49.7200224887384,Stores
8673,Johnson,Michael,M,Victoria,Meat Cutter,Meats,Victoria,Stores,34.06527027643968,5.788174258480603,28.76965594117061,Stores
8674,Faber,Richard,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,48.6537858474007,4.024946815075447,77.27422064547186,Stores
8675,Peterson,Matthew,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,40.31661655648958,7.519005228056859,0.0,Stores
8676,Price,Neal,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,45.84188697968325,4.301570475105682,44.00933556651901,Stores
8677,Pruitt,Megan,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,48.71890275537202,1.7883983316743057,132.86492229605668,Stores
8678,Marshall,Judy,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,27.741353109972046,2.7898729970956677,1.1267426009946229,Stores
8679,King,Linda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,47.52257180296,3.187007957308895,145.29893178056378,Stores
8680,Elmore,Alfred,M,Victoria,Baker,Bakery,Victoria,Stores,52.815987325483924,2.901491643006127,110.63359293599116,Stores
8681,Thomas,Carolyn,F,Sidney,Meat Cutter,Meats,Victoria,Stores,42.47061202667305,3.8173802566792476,78.0222441975816,Stores
8682,Fransen,Ria,F,Victoria,Cashier,Customer Service,Victoria,Stores,44.97959870083079,2.8265164294992857,114.68561210838736,Stores
8683,McDonald,Frieda,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,47.24329175651071,6.446733613741024,77.09372281342996,Stores
8684,Bernhard,Milton,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,33.48308455675227,6.923439887118614,35.56027983831963,Stores
8685,Carlyle,Sonia,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47.790781914829175,6.285032958022701,90.98446359045957,Stores
8686,Spencer,Ted,M,Surrey,Baker,Bakery,Surrey,Stores,57.138243889852184,2.7692738068593483,148.93957787353352,Stores
8687,Edwards,Steven,M,Langley,Meat Cutter,Meats,Langley,Stores,55.97504040271832,3.740646683104046,92.94354123232247,Stores
8688,Russo,Brenda,F,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,38.46381048284385,2.406985350348339,31.535897031386963,Stores
8689,Hampton,Benjamin,M,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,45.6558295735545,6.764803410042736,94.91435062348964,Stores
8690,Sweatt,Jeremy,M,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,41.404376927003035,7.180681820398883,76.39055349401947,Stores
8691,Salter,Charles,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.366064162577786,5.0159600965317015,109.77132605941591,Stores
8692,Davis,Elizabeth,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,53.931788171530286,7.638555069854712,155.08516696927455,Stores
8693,Jones,Joseph,M,Pritchard,Cashier,Customer Service,Kelowna,Stores,42.967624567538955,2.4436839279369433,34.99234613467883,Stores
8694,Greene,Kristy,F,Castlegar,Baker,Bakery,Trail,Stores,43.520282104322526,4.554086068475032,74.33529910887722,Stores
8695,Ruiz,Linda,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,41.653714282173254,4.5076575479156755,41.75486244726895,Stores
8696,Mitchell,Daniel,M,Kaslo,Dairy Person,Dairy,Cranbrook,Stores,35.39566089946024,2.0241770452216494,36.32250408804264,Stores
8697,Chambers,James,M,Terrace,Produce Clerk,Produce,Terrace,Stores,32.485024707996544,5.838029972020755,0.0,Stores
8698,Ridings,Carrie,F,Victoria,Meat Cutter,Meats,Victoria,Stores,46.78134147212786,5.563337555048603,44.75831329320056,Stores
8699,Pond,Christy,F,Whistler,Produce Clerk,Produce,Squamish,Stores,36.09047149330119,4.756646722003318,27.89324058877163,Stores
8700,Moreno,Dan,M,Vernon,Meat Cutter,Meats,Vernon,Stores,49.376903035390534,3.193142111728251,78.54592895633168,Stores
8701,Allen,Don,M,Nelson,Meats Manager,Meats,Nelson,Stores,52.49466388344557,5.772705047952968,96.61707999946566,Stores
8702,Burkhardt,Teena,F,Prince George,Dairy Person,Dairy,Prince George,Stores,28.651762568390826,3.218717123202825,0.8714175727206747,Stores
8703,Cano,Michael,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,43.83234405662442,2.592399246505624,97.20511749082404,Stores
8704,Dolphin,Peggy,F,Victoria,Meat Cutter,Meats,Victoria,Stores,31.748463493634755,4.105547899583417,35.64579947116708,Stores
8705,Hamilton,Debbie,F,Penticton,Shelf Stocker,Processed Foods,Kelowna,Stores,35.57839705977548,0.2591012142734561,61.80244747585532,Stores
8706,Maynard,Johnathon,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,25.598288929445783,4.345829150385484,0.6085682225808977,Stores
8707,Weir,Lisa,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,61.97509367431073,17.500378307208774,87.17253960802391,HeadOffice
8708,Ohare,Frank,M,Lakeview Heights,Produce Clerk,Produce,Kelowna,Stores,47.012156142906186,1.292705681577744,92.47826402471799,Stores
8709,Byrne,Amanda,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,43.46933309895409,4.4846028094693695,63.82254668743863,Stores
8710,Beverly,Susan,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,21.950223332432742,3.5643926946734252,3.570255790359031,Stores
8711,Mucci,Michael,M,Victoria,Produce Clerk,Produce,Victoria,Stores,51.076203789778134,8.173495717453942,70.59490859676515,Stores
8712,Mrozek,John,M,North Pender Island,Baker,Bakery,Victoria,Stores,45.59806720586719,5.212883801108798,90.65634744839817,Stores
8713,Gray,James,M,Surrey,Baker,Bakery,Surrey,Stores,37.707567619709046,3.389714194915034,12.596785813308522,Stores
8714,Suh,Brian,M,Crawford Bay,Produce Clerk,Produce,Cranbrook,Stores,52.060055065606235,1.3147838259774804,59.22176171497977,Stores
8715,Wilson,Ignacio,M,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,33.432822419203774,6.523230546474536,0.0,Stores
8716,Guajardo,Earl,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.153129239600744,5.055475171227476,53.08707068665291,Stores
8717,Montez,Jeffrey,M,Vernon,Produce Clerk,Produce,Vernon,Stores,34.161373963412274,7.169599201145501,58.735839809916826,Stores
8718,Beattie,Gene,M,Victoria,Produce Clerk,Produce,Victoria,Stores,46.01250522482576,7.030947069557097,63.01601790489949,Stores
8719,Zamora,Elaine,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,35.35309310084185,4.005021719149329,14.522951269596643,Stores
8720,Bieber,Ernestine,F,Surrey,Baker,Bakery,Surrey,Stores,39.840230154710206,4.539342233676348,84.66207098250464,Stores
8721,Jones,George,M,Vernon,Cashier,Customer Service,Vernon,Stores,37.516827251177304,1.8709479582154995,50.439544153761275,Stores
8722,Sharma,Donald,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,55.32347261910176,2.799004349125689,136.66974704212345,Stores
8723,Lee,Vincent,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,44.47936834772109,3.9047075130058073,31.41714806733156,Stores
8724,Wall,Patricia,F,Williams Lake,Meat Cutter,Meats,Williams Lake,Stores,28.912891707149,4.923304115718257,21.267878121827124,Stores
8725,Grant,Robert,M,Victoria,Meat Cutter,Meats,Victoria,Stores,38.399512654097535,2.20094289854489,17.410627656422772,Stores
8726,Wright,Clarence,M,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,43.07480143481204,6.8214900581125395,17.467891095070954,Stores
8727,McLendon,Jay,M,Kelowna,Cashier,Customer Service,Kelowna,Stores,48.38675386378711,3.1399204279149733,52.59768106755177,Stores
8728,Day,Melinda,F,Grand Forks,Shelf Stocker,Processed Foods,Grand Forks,Stores,35.706501283371686,4.1458783069992045,66.52802588251835,Stores
8729,Mahon,William,M,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,44.14030725174667,5.109909987970667,111.022120001851,Stores
8730,Kelly,Jess,M,Penticton,Cashier,Customer Service,Kelowna,Stores,31.529902190196204,4.25341420532031,13.349484486353637,Stores
8731,Triplett,Michael,M,Duncan,Cashier,Customer Service,Quesnel,Stores,41.58428650962564,6.01074879851603,49.09467800696692,Stores
8732,Francois,Craig,M,Logan Lake,Produce Clerk,Produce,Kamloops,Stores,45.271216842831855,3.4639951876626185,66.14262528472952,Stores
8733,Adams,David,M,New Westminster,Baker,Bakery,New Westminster,Stores,49.96098912636147,4.137587086232084,113.97741620435076,Stores
8734,Smith,Cheryl,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.42358656763717,4.0590195220703755,104.9395294175848,Stores
8735,Potter,Eleanor,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,50.40646356266577,5.927615978958121,101.96932934150355,Stores
8736,Shorts,William,M,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,42.26897983995614,6.778208930112546,79.55805921061558,Stores
8737,Brunner,Joel,M,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,42.88551364927058,7.678445269589887,89.79387961743512,Stores
8738,Stockwell,Donald,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.08331530344861,3.7838387762925603,81.42749416722509,Stores
8739,Grant,Robert,M,Victoria,Meat Cutter,Meats,Victoria,Stores,35.91823035819716,4.347119832157014,17.721955992544718,Stores
8740,Casey,Marty,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,39.84840743316106,8.77789300373232,14.902853851954797,Stores
8741,Wood,Shawnee,F,Dawson Creek,Dairy Person,Dairy,Dawson Creek,Stores,45.01841214894571,6.2558087565965135,115.78172734604352,Stores
8742,Jackson,Christopher,M,Victoria,Dairy Person,Dairy,Victoria,Stores,46.52643006254118,6.324308746974454,59.179325285167764,Stores
8743,Dunlap,Sharon,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.220637347013316,5.614010233408814,99.63148260883048,Stores
8744,Wallis,Roland,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,35.173051519063755,1.6498982709816703,23.143484849444786,Stores
8745,Bixler,Teresa,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.83498364303498,5.5147201803404196,34.45000071399802,Stores
8746,Boettcher,Kerri,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,37.704062866941264,5.7567095484827515,73.92569175434828,Stores
8747,Miller,Paul,M,Nelson,Cashier,Customer Service,Nelson,Stores,39.847043508466676,8.017684336103871,43.502619416648386,Stores
8748,King,Thomas,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,68.91394196807215,3.1105933035474846,166.21255216435404,Stores
8749,Jackson,Eugene,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,38.32210643281645,4.731422462826978,47.141917038879534,Stores
8750,Porter,John,M,Kelowna,Baker,Bakery,Kelowna,Stores,29.792250267959787,3.953781634488981,1.7406674737813967,Stores
8751,Mobley,Angela,F,Victoria,Cashier,Customer Service,Victoria,Stores,43.074527729943306,5.526158382804801,61.510585252550506,Stores
8752,Nguyen,Jerry,M,Quesnel,Processed Foods Manager,Processed Foods,Quesnel,Stores,26.432035706788998,5.057132159728585,0.0,Stores
8753,Navarra,Stephanie,F,Terrace,Produce Clerk,Produce,Terrace,Stores,27.199692553400613,7.075434932718565,0.0,Stores
8754,Montoya,Russell,M,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,38.62892496813715,5.076139824354722,15.107032301896057,Stores
8755,Porter,Jessica,F,Victoria,Meat Cutter,Meats,Victoria,Stores,50.324550479426016,4.845509771624156,100.55364520180359,Stores
8756,Chen,Robert,M,Flatrock,Baker,Bakery,Fort St John,Stores,46.34123977210278,3.1383540816334436,79.52952323166134,Stores
8757,Valdez,Ryan,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,39.279468306856835,6.432890919937185,8.874705363905235,Stores
8758,Rochelle,Melissa,F,Nelson,Produce Clerk,Produce,Nelson,Stores,40.337755387136234,2.757582938991771,81.1959234466415,Stores
8759,Castillo,Kristi,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.06090895767472,6.385963318323598,87.33633976791708,Stores
8760,Cross,Cynthia,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,51.60210317921228,3.4552848495508024,165.15704009272332,Stores
8761,Warner,Elane,F,Duncan,Produce Clerk,Produce,Quesnel,Stores,52.715931682659395,3.665365080046365,90.66785410846427,Stores
8762,Wood,William,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.17265329437118,4.840758885248531,60.105667835091445,Stores
8763,Gordon,Johnnie,M,Celista,Cashier,Customer Service,Kamloops,Stores,47.68773460752236,5.568934721813454,126.83295940300935,Stores
8764,Wood,Peggy,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,42.6352664227761,3.712877095339544,54.080447703760754,Stores
8765,Anderson,Betty,F,Bouchie Lake,Cashier,Customer Service,Quesnel,Stores,30.685899539367988,2.3961312809619564,0.0,Stores
8766,Delapaz,Jonas,M,Prince George,Cashier,Customer Service,Prince George,Stores,59.92195329977948,2.9604880157941227,149.9364668717368,Stores
8767,Duncan,Charles,M,Kelowna,Shelf Stocker,Processed Foods,Kelowna,Stores,42.585784386667854,3.831142031129342,91.66329948978897,Stores
8768,Witt,Francisco,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,58.32678220621064,7.554997955930009,130.88976972736157,Stores
8769,Rivera,Ronald,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,32.4935178897115,7.3605599793550365,52.541423109101224,Stores
8770,Saul,George,M,Crawford Bay,Baker,Bakery,Cranbrook,Stores,33.81935313065203,3.7978078822378576,18.58990480652146,Stores
8771,Bustamante,Walter,M,Richmond,Cashier,Customer Service,Richmond,Stores,39.93736601222246,4.279248399727145,80.03165482124663,Stores
8772,Smith,Ryan,M,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,43.77067578803165,3.2025827681771815,75.32918312847706,Stores
8773,Taube,Mary,F,Ganges,Dairy Person,Dairy,Victoria,Stores,54.39658171158921,4.321988350449449,181.23949940055374,Stores
8774,Goldberg,Andrew,M,Surrey,Meat Cutter,Meats,Surrey,Stores,39.95526739326081,5.0019749253771995,44.599507920846854,Stores
8775,Stephens,Annie,F,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,47.82254564665756,0.943954607743493,158.9674933859012,HeadOffice
8776,Hash,Yvonne,F,Victoria,Baker,Bakery,Victoria,Stores,43.69025545374521,4.564167455332777,100.02840005002982,Stores
8777,Gilbert,Heather,F,Langley,Dairy Person,Dairy,Langley,Stores,40.76666165663462,2.811385864701247,64.33020251911549,Stores
8778,Durocher,Blanche,F,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,25.021592015306123,7.4757426280394625,1.4174121723820692,Stores
8779,Burg,Eleanor,F,Victoria,Baker,Bakery,Victoria,Stores,49.69218374761395,4.345583744643652,50.23076745009936,Stores
8780,Barnes,Debby,F,Osoyoos,Meat Cutter,Meats,Kelowna,Stores,31.922039027897686,3.380760055102737,26.529837838681495,Stores
8781,Fujita,Felicia,F,Surrey,Dairy Person,Dairy,Surrey,Stores,49.18572211787684,1.8379895624809333,109.72177399228032,Stores
8782,Vanleuven,Raymond,M,Langley,Baker,Bakery,Langley,Stores,39.31353523436714,5.546252703845366,10.56232219410389,Stores
8783,Le,Ray,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.8325037246855,3.796495765639302,45.512539282165335,Stores
8784,Foster,Dorothy,F,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,48.7713994687952,3.8765171097685585,58.532022735780814,Stores
8785,Gabriel,Jacob,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,50.9706516898365,5.48509908695779,112.86901281738055,Stores
8786,Batista,Carla,F,Vancouver,Baker,Bakery,Vancouver,Stores,36.647320655497985,3.0552126464301828,10.124321753735227,Stores
8787,Brown,Normand,M,Sooke,Produce Clerk,Produce,Victoria,Stores,38.58632528101987,2.6549263577033173,24.458373164212308,Stores
8788,Chaffin,Warren,M,Fulford Harbour,Shelf Stocker,Processed Foods,Victoria,Stores,29.762660354721156,4.798699907345682,0.0,Stores
8789,Simpson,Megan,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.434889768240154,5.626963155028897,76.51457630002763,Stores
8790,Stanback,Donald,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,44.50592057833561,2.2889051513940544,102.72341879448207,Stores
8791,Dabrowski,Jamaal,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44.77632880154597,4.200987003397483,33.70325892046389,Stores
8792,Burke,Stephanie,F,Forest Grove,Dairy Person,Dairy,Kamloops,Stores,36.562866370841725,3.863911950009861,85.44982174882117,Stores
8793,Carter,Walter,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.48679946883717,8.436501855691137,17.612074754537947,Stores
8794,Henke,Johnson,M,Langley,Systems Analyst,Information Technology,Vancouver,InfoTech,33.49026753193867,7.295659638796953,30.61176301194103,HeadOffice
8795,Swartwood,Eva,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,42.051225186323954,4.511838594206219,42.444786645171845,Stores
8796,Eaton,Margaret,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,37.17891667976783,5.782759427631113,51.80102630468684,Stores
8797,Norman,Dennis,M,Richmond,Produce Clerk,Produce,Richmond,Stores,34.62920089402739,5.019015842621366,45.65962996353733,Stores
8798,Cuthbertson,Elizabeth,F,Prince George,Dairy Person,Dairy,Prince George,Stores,39.293626344485354,2.0066074273263608,8.197978481752083,Stores
8799,Shick,Donald,M,White Rock,Store Manager,Store Management,White Rock,Stores,50.7901998727357,5.102869944486311,80.21219369778723,Stores
8800,Hartsell,Fannie,F,Vancouver,Baker,Bakery,Vancouver,Stores,22.03389892744091,1.646651863640022,0.0,Stores
8801,Berry,Christina,F,Vancouver,Baker,Bakery,Vancouver,Stores,51.905425236014956,3.077036760824856,128.8441214517349,Stores
8802,Frank,Susan,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,48.22856710176487,7.0098616632538215,107.54801819255911,Stores
8803,Edmundson,Kevin,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,53.17038881233892,6.757340000755134,124.57150363381763,Stores
8804,Stainbrook,Doris,F,Vallican,Dairy Person,Dairy,Trail,Stores,32.09755808851941,1.584109318209161,58.626065068266286,Stores
8805,Tanner,Mary,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,52.15267540315925,6.354608331995338,133.51733392412453,Stores
8806,Nguyen,Erin,F,Vancouver,Baker,Bakery,Vancouver,Stores,41.1541663299374,5.393068222865995,53.27969499495989,Stores
8807,Grubbs,Angela,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,49.648343375149395,6.674079513789568,73.19265928048648,Stores
8808,Randall,Vesta,F,Genelle,Baker,Bakery,Trail,Stores,35.311260430741214,3.9999249191749873,56.5231779943101,Stores
8809,Brown,Stephanie,F,Oyster River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.97754629865211,3.5030977120901157,99.36083911401246,Stores
8810,Ebert,Stephanie,F,Richmond,Dairy Person,Dairy,Richmond,Stores,34.549924747717235,4.159169978056108,57.14458777330414,Stores
8811,Alexander,Lorraine,F,Winfield,Meat Cutter,Meats,Kelowna,Stores,32.742595191040095,4.968683041363006,0.0,Stores
8812,Lacour,Jane,F,Coquitlam,Baker,Bakery,Nanaimo,Stores,42.728533246352704,1.040060560826479,60.96029270286448,Stores
8813,Lucas,Ruth,F,Terrace,Meat Cutter,Meats,Terrace,Stores,32.79645600489796,5.009347503107169,0.0,Stores
8814,Lindsay,Victor,M,Campbell River,Cashier,Customer Service,Nanaimo,Stores,29.725413268048115,7.87929249373501,0.0,Stores
8815,Cork,Thomas,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,44.789310652114324,6.682971177400851,46.29968062154388,Stores
8816,Roberts,Linda,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.204353141307095,5.114802207799711,47.86388241903744,Stores
8817,Carpenter,Jon,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,35.73097866682614,6.835735794251663,0.0,Stores
8818,Toney,Isaac,M,Richmond,Produce Clerk,Produce,Richmond,Stores,38.72952013085803,2.638119629258584,70.58486356888321,Stores
8819,Wood,William,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,46.33843079185382,4.61910761971347,58.51638159272731,Stores
8820,Mosher,Sharon,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,39.38333801896738,3.6229317482734844,60.85644445317881,Stores
8821,Conder,Laticia,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,29.86028183880394,5.142030497441748,0.003778149077754306,Stores
8822,Crum,Leann,F,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,26.287796105190747,5.708944986659654,0.0,Stores
8823,Crosby,David,M,Burnaby,Produce Clerk,Produce,Burnaby,Stores,44.42440275621775,4.052824316624094,45.301517429601894,Stores
8824,Payne,Marion,F,Horsefly,Produce Clerk,Produce,Prince George,Stores,58.258617103494075,4.915641963011281,129.63757861265103,Stores
8825,Crosby,David,M,Burnaby,Produce Clerk,Produce,Burnaby,Stores,42.839781928113716,3.0177984766525157,46.62223874761082,Stores
8826,Hammack,Gina,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.858008056518614,2.2635331129661864,86.59066063545231,Stores
8827,Grant,Robert,M,Victoria,Meat Cutter,Meats,Victoria,Stores,36.41539917584356,2.6668656468561434,19.74628787300754,Stores
